mother_id,age,state,rural_urban,education_level,marital_status,employment_status
M0512,24,Gombe,Rural,Secondary,Single,Formal
M0513,23,Ondo,Urban,Secondary,Married,Informal
M0514,20,Jigawa,Urban,None,Single,Unemployed
M0515,22,Ogun,Rural,Tertiary,Married,Student
M0516,28,Oyo,Rural,Tertiary,Married,Informal
M0517,27,Ebonyi,Urban,None,Married,Informal
M0518,20,Anambra,Urban,Tertiary,Married,Unemployed
M0519,25,Adamawa,Rural,Tertiary,Widowed,Informal
M0520,28,Katsina,Rural,Tertiary,Married,Formal
M0521,16,Zamfara,Rural,Secondary,Single,Informal
M0522,27,Imo,Rural,Secondary,Single,Student
M0523,21,Lagos,Urban,Secondary,Single,Informal
M0524,27,Osun,Urban,Secondary,Married,Informal
M0525,21,Lagos,Urban,Primary,Single,Informal
M0526,15,Ogun,Rural,Primary,Married,Informal
M0527,16,Yobe,Rural,Secondary,Married,Unemployed
M0528,25,Borno,Urban,Tertiary,Married,Informal
M0529,26,Adamawa,Urban,Primary,Married,Formal
M0530,20,Benue,Rural,Tertiary,Married,Unemployed
M0531,28,Bauchi,Rural,Tertiary,Married,Informal
M0532,16,Lagos,Urban,Secondary,Married,Unemployed
M0533,24,Katsina,Urban,Primary,Married,Informal
M0534,18,Cross_River,Rural,Tertiary,Married,Informal
M0535,21,Niger,Rural,Tertiary,Married,Informal
M0536,25,Ondo,Urban,None,Single,Formal
M0537,20,Benue,Rural,None,Married,Unemployed
M0538,23,Kogi,Urban,Tertiary,Married,Formal
M0539,30,Ogun,Urban,None,Married,Informal
M0540,22,Bauchi,Rural,Secondary,Divorced,Informal
M0541,29,Oyo,Urban,Secondary,Married,Student
M0542,19,Yobe,Rural,Primary,Married,Unemployed
M0543,27,Bauchi,Rural,Secondary,Single,Informal
M0544,32,Adamawa,Urban,Primary,Divorced,Informal
M0545,15,Enugu,Rural,Tertiary,Married,Informal
M0546,21,Lagos,Rural,Primary,Married,Informal
M0547,27,Yobe,Urban,Primary,Married,Unemployed
M0548,23,Jigawa,Urban,None,Married,Informal
M0549,26,Niger,Rural,Tertiary,Single,Unemployed
M0550,21,Anambra,Urban,Secondary,Married,Formal
M0551,25,Nasarawa,Urban,None,Married,Formal
M0552,24,Lagos,Rural,Tertiary,Married,Informal
M0553,30,Bauchi,Urban,Primary,Married,Informal
M0554,26,Ondo,Urban,None,Married,Informal
M0555,26,Plateau,Rural,None,Married,Unemployed
M0556,22,Kogi,Rural,Tertiary,Married,Informal
M0557,22,Bauchi,Urban,Tertiary,Married,Informal
M0558,22,Zamfara,Rural,Secondary,Married,Unemployed
M0559,26,Osun,Urban,None,Widowed,Formal
M0560,22,Imo,Rural,Tertiary,Married,Student
M0561,26,Kaduna,Urban,Secondary,Single,Informal
M0562,35,Jigawa,Rural,Primary,Married,Unemployed
M0563,29,Kano,Rural,Tertiary,Married,Formal
M0564,23,Imo,Rural,Tertiary,Single,Informal
M0565,31,Plateau,Rural,Primary,Married,Informal
M0566,22,Oyo,Urban,Secondary,Married,Unemployed
M0567,15,Bauchi,Rural,Secondary,Married,Unemployed
M0568,19,Yobe,Rural,Secondary,Married,Informal
M0569,15,Lagos,Urban,Secondary,Married,Informal
M0570,23,Oyo,Urban,None,Single,Informal
M0571,25,Niger,Rural,Primary,Married,Student
M0572,33,Kaduna,Rural,Primary,Married,Informal
M0573,26,Ogun,Urban,Primary,Married,Formal
M0574,23,Yobe,Rural,Secondary,Married,Informal
M0575,29,Edo,Urban,Secondary,Married,Unemployed
M0576,15,Oyo,Rural,Primary,Married,Informal
M0577,26,Katsina,Urban,None,Married,Unemployed
M0578,28,Kano,Urban,Tertiary,Married,Unemployed
M0579,17,Kaduna,Urban,Secondary,Married,Formal
M0580,30,Ogun,Rural,Secondary,Married,Informal
M0581,26,Ebonyi,Urban,Tertiary,Married,Informal
M0582,22,Plateau,Urban,Secondary,Married,Informal
M0583,28,Oyo,Rural,Primary,Married,Informal
M0584,36,Anambra,Urban,None,Married,Formal
M0585,25,Rivers,Urban,Secondary,Married,Informal
M0586,26,Delta,Urban,Secondary,Married,Formal
M0587,22,Kano,Urban,Secondary,Married,Informal
M0588,20,Kwara,Rural,Secondary,Married,Informal
M0589,29,Jigawa,Rural,None,Single,Informal
M0590,20,Adamawa,Rural,Primary,Married,Informal
M0591,25,Plateau,Rural,Tertiary,Married,Unemployed
M0592,22,Borno,Urban,Secondary,Married,Informal
M0593,27,Cross_River,Urban,Primary,Married,Informal
M0594,26,Oyo,Rural,Secondary,Married,Unemployed
M0595,30,Imo,Urban,Secondary,Married,Unemployed
M0596,22,Rivers,Rural,Secondary,Married,Informal
M0597,23,Niger,Rural,Secondary,Single,Informal
M0598,20,Edo,Urban,Tertiary,Single,Formal
M0599,22,Abia,Urban,Tertiary,Married,Formal
M0600,26,Yobe,Urban,None,Married,Informal
M0601,28,Anambra,Rural,Primary,Married,Student
M0602,20,Niger,Rural,Tertiary,Married,Informal
M0603,29,Kano,Rural,Secondary,Married,Informal
M0604,31,Ondo,Rural,Primary,Married,Informal
M0605,27,Nasarawa,Rural,None,Single,Formal
M0606,34,Lagos,Urban,Secondary,Married,Student
M0607,21,Kano,Urban,Secondary,Married,Unemployed
M0608,18,Oyo,Rural,Tertiary,Married,Formal
M0609,16,Anambra,Urban,Secondary,Married,Unemployed
M0610,32,Cross_River,Urban,Primary,Married,Formal
M0611,28,Nasarawa,Urban,Tertiary,Married,Informal
M0612,24,Enugu,Rural,Primary,Married,Unemployed
M0613,26,Kebbi,Urban,Secondary,Married,Informal
M0614,19,Kano,Urban,Secondary,Married,Informal
M0615,37,Katsina,Rural,Primary,Married,Formal
M0616,25,Kaduna,Urban,Secondary,Married,Unemployed
M0617,25,Ogun,Urban,Secondary,Married,Formal
M0618,28,Gombe,Rural,Secondary,Married,Informal
M0619,27,Niger,Rural,None,Single,Informal
M0620,26,Edo,Rural,Secondary,Married,Informal
M0621,21,Delta,Urban,Tertiary,Widowed,Informal
M0622,27,Bauchi,Urban,Tertiary,Widowed,Informal
M0623,34,Borno,Urban,Secondary,Single,Formal
M0624,31,Bauchi,Rural,Secondary,Married,Unemployed
M0625,32,Katsina,Rural,Secondary,Married,Unemployed
M0626,22,Ondo,Rural,Secondary,Married,Formal
M0627,20,Borno,Rural,Tertiary,Married,Unemployed
M0628,24,Cross_River,Urban,Secondary,Married,Informal
M0629,25,Kano,Rural,Tertiary,Married,Informal
M0630,30,Niger,Rural,Tertiary,Single,Formal
M0631,16,Zamfara,Urban,None,Widowed,Informal
M0632,32,Katsina,Urban,None,Married,Student
M0633,24,Edo,Rural,Secondary,Married,Informal
M0634,22,Bauchi,Urban,Secondary,Married,Informal
M0635,19,Borno,Urban,Tertiary,Married,Unemployed
M0636,16,Delta,Rural,Primary,Married,Informal
M0637,29,Borno,Rural,Tertiary,Married,Informal
M0638,25,Abia,Urban,Primary,Married,Formal
M0639,18,Katsina,Urban,Secondary,Married,Unemployed
M0640,18,Edo,Urban,Tertiary,Married,Informal
M0641,23,Zamfara,Rural,None,Married,Unemployed
M0642,33,Katsina,Rural,Secondary,Married,Unemployed
M0643,23,Niger,Urban,Primary,Married,Formal
M0644,17,Bauchi,Rural,Tertiary,Married,Formal
M0645,23,Rivers,Urban,Secondary,Single,Unemployed
M0646,23,Kano,Rural,Tertiary,Married,Informal
M0647,15,Rivers,Rural,Secondary,Married,Formal
M0648,24,Kebbi,Rural,Secondary,Married,Informal
M0649,23,Kano,Urban,Primary,Married,Informal
M0650,28,Kaduna,Urban,Secondary,Married,Informal
M0651,34,Borno,Rural,Primary,Married,Informal
M0652,30,Akwa_Ibom,Urban,Tertiary,Married,Informal
M0653,23,Taraba,Urban,Secondary,Single,Formal
M0654,19,Kano,Rural,Secondary,Married,Unemployed
M0655,37,Oyo,Urban,Secondary,Single,Student
M0656,25,Kaduna,Rural,Secondary,Married,Formal
M0657,25,Anambra,Rural,Secondary,Single,Informal
M0658,24,Lagos,Urban,None,Married,Informal
M0659,25,Akwa_Ibom,Urban,Secondary,Married,Formal
M0660,24,Benue,Urban,Primary,Married,Unemployed
M0661,22,Katsina,Rural,Secondary,Single,Formal
M0662,22,Enugu,Rural,Tertiary,Married,Unemployed
M0663,24,Zamfara,Urban,Secondary,Married,Unemployed
M0664,22,Bauchi,Rural,Primary,Married,Unemployed
M0665,21,Ondo,Urban,Secondary,Married,Unemployed
M0666,25,Kogi,Rural,Tertiary,Married,Unemployed
M0667,23,Osun,Rural,Tertiary,Single,Informal
M0668,32,Cross_River,Urban,Tertiary,Single,Informal
M0669,15,Katsina,Urban,Tertiary,Married,Informal
M0670,30,Kano,Rural,None,Married,Formal
M0671,31,Kaduna,Rural,Secondary,Married,Student
M0672,15,Plateau,Rural,Tertiary,Married,Formal
M0673,23,Zamfara,Rural,None,Married,Formal
M0674,23,Enugu,Urban,Secondary,Married,Informal
M0675,17,Kwara,Rural,Primary,Single,Informal
M0676,21,Kwara,Urban,None,Married,Formal
M0677,19,Ogun,Rural,Tertiary,Married,Student
M0678,33,Taraba,Rural,Secondary,Married,Unemployed
M0679,29,Borno,Rural,Primary,Married,Formal
M0680,31,Cross_River,Urban,Secondary,Married,Informal
M0681,28,Lagos,Urban,Secondary,Single,Informal
M0682,19,Benue,Urban,Secondary,Married,Informal
M0683,22,Benue,Rural,None,Married,Informal
M0684,27,Anambra,Rural,Secondary,Married,Informal
M0685,18,Abia,Urban,Primary,Single,Formal
M0686,28,Kano,Rural,Secondary,Married,Unemployed
M0687,23,Kogi,Rural,Secondary,Married,Unemployed
M0688,23,Ekiti,Urban,Primary,Single,Unemployed
M0689,28,Delta,Rural,Secondary,Married,Student
M0690,27,Niger,Rural,Tertiary,Married,Informal
M0691,23,Niger,Rural,Primary,Married,Formal
M0692,30,Kano,Urban,Tertiary,Married,Student
M0693,19,Nasarawa,Urban,Tertiary,Married,Informal
M0694,28,Sokoto,Urban,Secondary,Single,Student
M0695,27,Osun,Urban,Secondary,Married,Unemployed
M0696,23,Kwara,Urban,Secondary,Married,Informal
M0697,26,Lagos,Rural,Secondary,Single,Informal
M0698,18,Taraba,Urban,Primary,Married,Formal
M0699,29,Kaduna,Urban,Secondary,Married,Unemployed
M0700,24,Katsina,Rural,Secondary,Married,Informal
M0701,22,Lagos,Urban,None,Single,Informal
M0702,30,Sokoto,Rural,Primary,Single,Informal
M0703,21,Oyo,Urban,Tertiary,Married,Informal
M0704,17,Anambra,Urban,Primary,Married,Unemployed
M0705,17,Benue,Urban,Primary,Married,Formal
M0706,28,Enugu,Rural,None,Married,Informal
M0707,18,Ogun,Urban,Tertiary,Married,Informal
M0708,33,Kebbi,Urban,Secondary,Married,Informal
M0709,15,Ekiti,Rural,Tertiary,Married,Unemployed
M0710,33,Bauchi,Rural,Secondary,Married,Informal
M0711,26,Nasarawa,Urban,Tertiary,Married,Student
M0712,24,Niger,Urban,Secondary,Married,Informal
M0713,22,Taraba,Urban,Primary,Married,Student
M0714,26,Kano,Rural,Tertiary,Married,Formal
M0715,24,Kano,Urban,Tertiary,Married,Informal
M0716,30,Anambra,Rural,Secondary,Single,Formal
M0717,25,Adamawa,Urban,Secondary,Married,Formal
M0718,25,Kaduna,Rural,Primary,Divorced,Unemployed
M0719,23,Gombe,Rural,Tertiary,Married,Formal
M0720,24,Delta,Urban,Tertiary,Married,Unemployed
M0721,26,Anambra,Rural,None,Married,Formal
M0722,16,Yobe,Urban,Tertiary,Married,Informal
M0723,18,Plateau,Rural,None,Single,Formal
M0724,28,Kebbi,Urban,Primary,Married,Informal
M0725,25,Yobe,Urban,Tertiary,Single,Informal
M0726,24,Zamfara,Rural,Secondary,Single,Formal
M0727,25,Lagos,Rural,Tertiary,Married,Informal
M0728,26,Ebonyi,Urban,None,Married,Unemployed
M0729,22,Adamawa,Rural,Secondary,Married,Student
M0730,21,Ogun,Urban,Secondary,Single,Informal
M0731,25,Kano,Urban,Secondary,Married,Informal
M0732,20,Lagos,Rural,Secondary,Married,Informal
M0733,27,Sokoto,Rural,Secondary,Married,Formal
M0734,16,Borno,Urban,None,Single,Unemployed
M0735,30,Kebbi,Rural,Secondary,Single,Formal
M0736,27,Lagos,Rural,Secondary,Married,Formal
M0737,26,Kano,Rural,Secondary,Married,Student
M0738,29,Anambra,Urban,Secondary,Married,Informal
M0739,33,Imo,Urban,Secondary,Married,Unemployed
M0740,30,Gombe,Urban,Secondary,Married,Informal
M0741,15,Lagos,Rural,Secondary,Married,Formal
M0742,18,Plateau,Rural,Tertiary,Married,Student
M0743,21,Gombe,Urban,Tertiary,Married,Unemployed
M0744,25,Nasarawa,Urban,Tertiary,Married,Student
M0745,27,Ekiti,Rural,Tertiary,Married,Unemployed
M0746,21,Taraba,Urban,Tertiary,Married,Informal
M0747,25,Oyo,Rural,Tertiary,Married,Informal
M0748,21,Katsina,Rural,Tertiary,Married,Student
M0749,21,Kano,Urban,Secondary,Married,Formal
M0750,17,FCT,Urban,Secondary,Married,Informal
M0751,20,Gombe,Rural,Tertiary,Married,Informal
M0752,18,Yobe,Urban,Secondary,Married,Unemployed
M0753,20,Kaduna,Rural,Secondary,Married,Informal
M0754,30,Katsina,Rural,Secondary,Married,Unemployed
M0755,20,Zamfara,Rural,Secondary,Married,Informal
M0756,38,Lagos,Rural,None,Married,Formal
M0757,27,Katsina,Urban,Secondary,Widowed,Informal
M0758,25,Kaduna,Urban,Secondary,Married,Unemployed
M0759,20,Borno,Urban,Secondary,Married,Unemployed
M0760,28,Imo,Urban,Tertiary,Married,Unemployed
M0761,22,Ogun,Rural,Primary,Married,Formal
M0762,25,Kwara,Urban,Secondary,Married,Student
M0763,37,Ondo,Urban,Tertiary,Married,Informal
M0764,24,Borno,Rural,Tertiary,Married,Informal
M0765,30,Katsina,Urban,Secondary,Married,Informal
M0766,21,Sokoto,Urban,Primary,Married,Informal
M0767,24,Kaduna,Urban,Tertiary,Married,Student
M0768,33,Niger,Rural,None,Married,Unemployed
M0769,21,Bauchi,Rural,Secondary,Married,Unemployed
M0770,34,Yobe,Urban,Secondary,Married,Formal
M0771,28,Kwara,Rural,None,Married,Formal
M0772,22,Delta,Rural,Secondary,Married,Formal
M0773,28,Benue,Urban,None,Married,Informal
M0774,29,Katsina,Rural,Secondary,Married,Student
M0775,28,Katsina,Urban,Primary,Married,Unemployed
M0776,17,Anambra,Rural,Tertiary,Married,Informal
M0777,21,Zamfara,Urban,Secondary,Married,Informal
M0778,23,Sokoto,Rural,None,Married,Unemployed
M0779,24,Kano,Rural,Primary,Married,Unemployed
M0780,28,Bauchi,Rural,Secondary,Married,Informal
M0781,25,Oyo,Urban,None,Married,Unemployed
M0782,18,Kano,Urban,Secondary,Single,Unemployed
M0783,26,Niger,Urban,Primary,Married,Informal
M0784,28,Kano,Rural,Secondary,Single,Informal
M0785,27,Edo,Urban,Tertiary,Married,Informal
M0786,30,Oyo,Rural,Tertiary,Married,Unemployed
M0787,29,Zamfara,Rural,Tertiary,Married,Informal
M0788,27,Delta,Rural,Tertiary,Married,Unemployed
M0789,24,Katsina,Urban,Tertiary,Married,Informal
M0790,16,Jigawa,Rural,Secondary,Married,Unemployed
M0791,27,Sokoto,Rural,Secondary,Married,Formal
M0792,26,Kano,Rural,Secondary,Married,Formal
M0793,26,Rivers,Rural,Tertiary,Married,Informal
M0794,18,Rivers,Urban,Tertiary,Married,Informal
M0795,19,Edo,Rural,Tertiary,Single,Informal
M0796,30,Osun,Urban,None,Single,Informal
M0797,24,Kaduna,Urban,None,Married,Informal
M0798,28,Taraba,Urban,Tertiary,Married,Informal
M0799,25,Kano,Rural,Primary,Married,Informal
M0800,25,Oyo,Urban,Tertiary,Married,Unemployed
M0801,29,Edo,Urban,Tertiary,Married,Informal
M0802,22,Enugu,Urban,None,Married,Unemployed
M0803,25,Kebbi,Urban,Secondary,Married,Formal
M0804,22,Zamfara,Urban,Tertiary,Married,Student
M0805,22,Kano,Rural,None,Married,Informal
M0806,23,Benue,Urban,Secondary,Married,Unemployed
M0807,26,Katsina,Rural,None,Married,Formal
M0808,22,Imo,Rural,None,Married,Informal
M0809,31,Katsina,Urban,Secondary,Married,Informal
M0810,20,Katsina,Rural,Tertiary,Divorced,Formal
M0811,24,Kano,Urban,Primary,Married,Informal
M0812,22,Gombe,Rural,Secondary,Married,Unemployed
M0813,32,Borno,Rural,None,Married,Unemployed
M0814,25,Niger,Urban,Tertiary,Single,Informal
M0815,30,Kebbi,Rural,Tertiary,Married,Unemployed
M0816,17,Delta,Urban,Secondary,Married,Formal
M0817,26,Osun,Urban,Tertiary,Married,Informal
M0818,29,Akwa_Ibom,Urban,Tertiary,Widowed,Informal
M0819,25,Ogun,Rural,Secondary,Married,Informal
M0820,30,Niger,Urban,Tertiary,Single,Formal
M0821,22,Oyo,Urban,Secondary,Married,Informal
M0822,32,Jigawa,Rural,Tertiary,Married,Unemployed
M0823,36,Lagos,Rural,Secondary,Married,Unemployed
M0824,23,Oyo,Rural,Tertiary,Single,Informal
M0825,22,Zamfara,Urban,Secondary,Married,Unemployed
M0826,32,Kano,Rural,None,Married,Informal
M0827,32,Adamawa,Rural,Tertiary,Married,Informal
M0828,22,Kano,Urban,Secondary,Married,Informal
M0829,22,Kebbi,Rural,Tertiary,Married,Informal
M0830,23,Rivers,Urban,None,Married,Student
M0831,18,Rivers,Urban,Secondary,Married,Student
M0832,20,Kaduna,Rural,Primary,Married,Informal
M0833,19,Katsina,Rural,Primary,Widowed,Informal
M0834,21,Kano,Urban,Secondary,Married,Informal
M0835,24,Niger,Rural,Primary,Married,Student
M0836,26,Kaduna,Urban,Tertiary,Married,Unemployed
M0837,32,Lagos,Urban,Tertiary,Married,Informal
M0838,20,Benue,Urban,None,Married,Formal
M0839,29,Kano,Rural,Primary,Married,Formal
M0840,23,Yobe,Rural,Secondary,Married,Informal
M0841,24,Gombe,Rural,Secondary,Single,Informal
M0842,28,Nasarawa,Urban,Secondary,Married,Formal
M0843,19,Lagos,Rural,Secondary,Married,Informal
M0844,26,Plateau,Rural,Secondary,Single,Student
M0845,25,Plateau,Rural,Secondary,Single,Informal
M0846,27,Plateau,Urban,None,Married,Informal
M0847,26,Jigawa,Urban,None,Married,Informal
M0848,37,FCT,Rural,Tertiary,Divorced,Formal
M0849,21,Niger,Rural,Primary,Single,Unemployed
M0850,22,Ondo,Rural,Secondary,Married,Informal
M0851,21,Rivers,Rural,Tertiary,Married,Informal
M0852,22,Adamawa,Urban,Tertiary,Married,Unemployed
M0853,21,Akwa_Ibom,Urban,Tertiary,Married,Informal
M0854,30,Lagos,Rural,Primary,Married,Unemployed
M0855,32,Sokoto,Urban,Secondary,Married,Informal
M0856,22,Zamfara,Urban,None,Married,Unemployed
M0857,20,Ogun,Urban,Tertiary,Married,Informal
M0858,27,Kaduna,Urban,Primary,Married,Informal
M0859,22,Bauchi,Rural,Tertiary,Widowed,Student
M0860,28,Lagos,Rural,Secondary,Married,Unemployed
M0861,26,Rivers,Rural,Tertiary,Single,Student
M0862,17,Kano,Rural,Primary,Married,Formal
M0863,32,Nasarawa,Rural,Tertiary,Married,Formal
M0864,33,Sokoto,Rural,None,Married,Informal
M0865,21,Akwa_Ibom,Rural,None,Married,Formal
M0866,23,Oyo,Urban,Tertiary,Married,Unemployed
M0867,26,Ekiti,Rural,Primary,Single,Informal
M0868,26,Jigawa,Rural,None,Married,Informal
M0869,28,Benue,Rural,Secondary,Married,Formal
M0870,35,Katsina,Rural,Primary,Single,Informal
M0871,24,Kebbi,Urban,Primary,Single,Informal
M0872,21,Oyo,Rural,Tertiary,Married,Unemployed
M0873,18,Benue,Rural,Primary,Married,Informal
M0874,21,Anambra,Urban,Primary,Married,Formal
M0875,24,Rivers,Rural,Secondary,Married,Informal
M0876,33,Kwara,Rural,Primary,Married,Student
M0877,22,Delta,Rural,Secondary,Married,Student
M0878,26,Sokoto,Rural,Secondary,Married,Informal
M0879,24,Benue,Rural,Secondary,Married,Informal
M0880,30,Kano,Rural,Secondary,Single,Informal
M0881,37,Ebonyi,Urban,Secondary,Married,Informal
M0882,22,Ebonyi,Urban,Secondary,Married,Formal
M0883,22,Abia,Rural,Tertiary,Single,Student
M0884,30,Oyo,Urban,None,Married,Informal
M0885,28,Sokoto,Rural,Tertiary,Married,Unemployed
M0886,34,Lagos,Rural,Secondary,Single,Informal
M0887,27,Benue,Urban,Secondary,Married,Unemployed
M0888,23,Kaduna,Urban,Primary,Married,Unemployed
M0889,27,Imo,Urban,Tertiary,Married,Informal
M0890,30,Kebbi,Rural,Secondary,Married,Student
M0891,29,Lagos,Urban,Tertiary,Divorced,Formal
M0892,27,Kaduna,Urban,Tertiary,Married,Student
M0893,30,Delta,Rural,Primary,Married,Informal
M0894,30,Plateau,Urban,Secondary,Married,Informal
M0895,31,Borno,Urban,Secondary,Married,Informal
M0896,28,Jigawa,Urban,Tertiary,Married,Unemployed
M0897,24,Kano,Rural,Tertiary,Married,Informal
M0898,25,Delta,Urban,None,Single,Informal
M0899,31,Kebbi,Rural,Tertiary,Married,Informal
M0900,20,Kebbi,Rural,Primary,Married,Unemployed
M0901,26,Zamfara,Urban,Secondary,Married,Informal
M0902,23,Ekiti,Rural,None,Married,Informal
M0903,25,Zamfara,Rural,None,Married,Informal
M0904,31,Lagos,Rural,Secondary,Married,Informal
M0905,25,Edo,Urban,Primary,Married,Student
M0906,25,Kebbi,Urban,None,Married,Unemployed
M0907,18,Nasarawa,Rural,Secondary,Married,Informal
M0908,28,Ogun,Urban,Secondary,Single,Formal
M0909,28,Akwa_Ibom,Rural,Secondary,Married,Informal
M0910,35,Kogi,Rural,Secondary,Married,Student
M0911,23,Kano,Urban,None,Married,Student
M0912,26,Sokoto,Rural,Tertiary,Married,Student
M0913,26,Edo,Urban,Secondary,Married,Unemployed
M0914,32,Oyo,Rural,Tertiary,Married,Informal
M0915,24,Kogi,Urban,None,Married,Student
M0916,26,Imo,Rural,Secondary,Married,Unemployed
M0917,28,Lagos,Rural,Secondary,Married,Student
M0918,25,Kwara,Urban,Secondary,Married,Unemployed
M0919,22,Lagos,Urban,None,Single,Informal
M0920,25,Niger,Urban,Tertiary,Married,Formal
M0921,30,Lagos,Rural,Secondary,Married,Formal
M0922,19,Plateau,Rural,Secondary,Married,Formal
M0923,25,Lagos,Urban,Primary,Married,Informal
M0924,21,Sokoto,Rural,None,Married,Unemployed
M0925,30,Lagos,Rural,Tertiary,Widowed,Formal
M0926,17,Enugu,Rural,Secondary,Married,Informal
M0927,22,Kaduna,Rural,Secondary,Married,Informal
M0928,26,Kebbi,Urban,Secondary,Married,Student
M0929,32,Ogun,Urban,Secondary,Married,Informal
M0930,24,Anambra,Rural,Tertiary,Married,Informal
M0931,22,Ekiti,Urban,Primary,Married,Informal
M0932,34,Ogun,Rural,Secondary,Married,Unemployed
M0933,17,Borno,Urban,Secondary,Married,Informal
M0934,15,Bayelsa,Urban,Secondary,Married,Student
M0935,27,Katsina,Rural,Secondary,Married,Formal
M0936,22,Yobe,Urban,Tertiary,Single,Formal
M0937,19,Katsina,Urban,Tertiary,Married,Formal
M0938,28,Sokoto,Rural,Tertiary,Married,Informal
M0939,26,Oyo,Urban,Tertiary,Married,Informal
